"ID","Age","Experience","Income","ZIP Code","Family","CCAvg","Education","Mortgage","Personal Loan","Securities Account","CD Account","Online","CreditCard"
3785,30,6,115000,94611,4,3800,"Graduate",0,"1","0","0","1","0"
3786,54,28,83000,95841,1,2400,"Undergrad",0,"0","0","0","1","0"
3787,54,28,90000,91301,1,300,"Undergrad",0,"0","0","0","1","0"
3788,37,12,28000,95616,4,1700,"Undergrad",0,"0","1","1","1","0"
3789,32,7,82000,95616,2,2500,"Undergrad",221000,"0","0","0","1","1"
3790,51,27,24000,94301,3,400,"Undergrad",0,"0","0","0","1","1"
3791,46,22,71000,92029,2,1700,"Undergrad",0,"0","0","0","1","1"
3792,41,17,80000,91330,1,300,"Undergrad",0,"0","0","0","0","0"
3793,62,36,109000,92709,4,1700,"Advanced/Professional",0,"0","0","0","1","0"
3794,54,28,140000,91711,1,2900,"Undergrad",0,"0","0","0","1","0"
3795,52,27,39000,92612,4,200,"Graduate",0,"0","1","0","1","0"
3796,51,25,39000,94010,1,1200,"Graduate",98000,"0","0","0","1","0"
3797,24,0,50000,94920,3,2400,"Graduate",0,"0","1","0","0","0"
3798,61,35,31000,92521,2,300,"Undergrad",0,"0","0","0","1","0"
3799,55,25,35000,93943,3,1000,"Advanced/Professional",144000,"0","0","0","1","1"
3800,37,11,44000,93109,4,200,"Undergrad",0,"0","0","0","0","1"
3801,64,38,35000,93955,1,500,"Advanced/Professional",0,"0","0","0","1","0"
3802,34,8,20000,95616,2,300,"Undergrad",106000,"0","0","0","1","1"
3803,31,7,10000,95616,4,700,"Graduate",0,"0","0","0","1","0"
3804,42,18,83000,96001,4,2000,"Advanced/Professional",0,"0","0","0","1","0"
3805,47,22,203000,95842,2,8800,"Undergrad",0,"0","0","0","1","0"
3806,29,5,84000,93109,3,800,"Undergrad",0,"0","0","0","0","0"
3807,34,8,41000,92096,4,800,"Undergrad",0,"0","0","0","0","0"
3808,36,11,164000,95051,2,7800,"Undergrad",0,"0","0","0","1","1"
3809,34,10,152000,90089,2,6500,"Undergrad",0,"0","0","0","0","0"
3810,26,2,62000,94080,4,1600,"Undergrad",0,"0","1","0","0","0"
3811,48,24,12000,94707,4,1000,"Undergrad",89000,"0","0","0","0","0"
3812,47,23,28000,94061,4,600,"Undergrad",0,"0","0","0","1","0"
3813,39,13,52000,94720,1,2000,"Undergrad",0,"0","0","0","0","1"
3814,62,37,19000,91343,3,1300,"Graduate",97000,"0","0","0","1","0"
3815,34,9,35000,94304,3,1300,"Undergrad",0,"0","0","0","0","0"
3816,43,19,28000,95053,4,300,"Undergrad",96000,"0","0","0","1","0"
3817,55,30,70000,94904,3,2000,"Graduate",0,"0","0","0","1","1"
3818,65,40,140000,92093,1,900,"Undergrad",0,"0","0","0","0","0"
3819,26,0,102000,94305,4,2300,"Advanced/Professional",0,"0","0","0","0","0"
3820,57,27,50000,93950,4,2000,"Advanced/Professional",0,"0","0","0","1","0"
3821,32,7,61000,94102,3,2300,"Undergrad",205000,"0","0","0","1","1"
3822,35,9,188000,92220,2,3700,"Graduate",259000,"1","0","0","1","0"
3823,63,33,178000,91768,4,9000,"Advanced/Professional",0,"1","0","0","0","0"
3824,49,25,44000,94708,4,900,"Graduate",194000,"0","0","0","1","0"
3825,23,0,12000,95064,4,1000,"Undergrad",0,"0","1","0","0","1"
3826,30,6,69000,94305,4,3400,"Undergrad",188000,"0","0","0","0","1"
3827,43,19,132000,90089,1,5000,"Undergrad",0,"0","0","0","0","0"
3828,39,14,128000,93943,2,3900,"Undergrad",196000,"0","0","0","1","0"
3829,31,6,44000,95616,4,800,"Undergrad",122000,"0","0","0","1","0"
3830,65,39,44000,92038,1,500,"Advanced/Professional",0,"0","0","0","1","1"
3831,34,8,34000,92130,2,2000,"Advanced/Professional",0,"0","1","0","1","0"
3832,37,12,132000,90089,2,3900,"Undergrad",0,"0","0","0","0","0"
3833,62,38,158000,90230,2,2100,"Undergrad",0,"0","0","0","0","1"
3834,33,9,83000,93943,1,100,"Undergrad",0,"0","0","0","1","0"
3835,48,22,28000,94720,1,1400,"Advanced/Professional",75000,"0","0","0","1","0"
3836,33,9,131000,90065,3,2200,"Advanced/Professional",0,"1","1","0","0","0"
3837,45,19,31000,95616,3,500,"Graduate",0,"0","0","0","1","1"
3838,44,19,40000,92350,4,0,"Graduate",0,"0","0","0","1","0"
3839,37,11,71000,94501,2,1800,"Undergrad",127000,"0","1","0","0","0"
3840,31,5,42000,93010,2,2000,"Advanced/Professional",0,"0","0","0","1","0"
3841,56,31,35000,95211,3,100,"Graduate",114000,"0","0","0","0","0"
3842,30,4,81000,94305,2,200,"Undergrad",0,"0","0","0","1","0"
3843,61,35,91000,95136,2,2000,"Undergrad",0,"0","0","0","1","0"
3844,32,7,129000,94720,4,5200,"Graduate",0,"1","0","0","0","1"
3845,51,27,75000,95828,1,2700,"Undergrad",0,"0","0","0","0","0"
3846,26,1,54000,94061,4,600,"Graduate",230000,"0","0","0","0","0"
3847,31,5,43000,94720,1,1500,"Undergrad",0,"0","0","0","0","0"
3848,43,18,94000,94110,4,1100,"Graduate",0,"0","0","0","0","0"
3849,57,32,84000,93106,4,1300,"Advanced/Professional",0,"0","0","0","0","1"
3850,42,18,34000,92653,1,2000,"Graduate",0,"0","1","0","0","0"
3851,48,23,15000,94061,4,800,"Undergrad",0,"0","0","0","1","0"
3852,46,21,99000,90277,2,3800,"Advanced/Professional",194000,"0","0","0","1","0"
3853,33,7,15000,92152,1,400,"Graduate",82000,"0","1","1","1","1"
3854,45,21,83000,94105,4,2000,"Advanced/Professional",0,"0","0","0","1","0"
3855,31,6,83000,94720,4,1800,"Advanced/Professional",0,"0","0","0","1","0"
3856,42,18,143000,95630,1,1700,"Undergrad",0,"0","1","0","1","0"
3857,56,30,81000,90401,4,2600,"Advanced/Professional",0,"0","0","0","1","0"
3858,63,39,39000,91711,1,1900,"Graduate",0,"0","0","0","0","0"
3859,42,18,158000,92124,2,400,"Graduate",277000,"1","0","0","0","1"
3860,50,24,62000,90245,1,1400,"Advanced/Professional",0,"0","0","0","0","0"
3861,31,6,64000,92121,2,100,"Undergrad",0,"0","0","0","1","1"
3862,65,40,29000,90025,1,1500,"Graduate",0,"0","0","0","0","0"
3863,60,34,64000,94104,3,2500,"Undergrad",0,"0","0","0","1","0"
3864,34,10,21000,91770,4,700,"Graduate",0,"0","0","0","1","0"
3865,62,32,142000,95112,2,2800,"Advanced/Professional",0,"1","0","0","0","1"
3866,56,30,64000,93105,3,2500,"Undergrad",0,"0","0","0","0","0"
3867,51,25,40000,91401,4,1800,"Undergrad",0,"0","1","0","0","1"
3868,44,19,61000,94080,3,2700,"Graduate",0,"0","0","0","0","0"
3869,41,16,44000,92037,1,300,"Advanced/Professional",0,"0","0","0","0","0"
3870,43,16,78000,95670,3,2670,"Graduate",161000,"0","0","0","1","1"
3871,25,0,25000,94596,2,900,"Advanced/Professional",0,"0","0","0","0","0"
3872,40,16,125000,91304,2,1900,"Undergrad",0,"0","0","0","0","1"
3873,53,29,63000,94720,2,1000,"Advanced/Professional",0,"0","0","0","1","0"
3874,54,30,54000,94550,1,1600,"Advanced/Professional",185000,"0","0","0","1","0"
3875,36,12,92000,94709,2,0,"Undergrad",184000,"0","0","0","0","0"
3876,26,2,119000,95351,2,600,"Undergrad",381000,"0","0","0","1","1"
3877,35,11,40000,91784,1,2400,"Graduate",0,"0","0","0","1","0"
3878,29,4,41000,93105,1,1000,"Undergrad",0,"0","0","0","0","0"
3879,35,11,81000,92064,2,0,"Undergrad",0,"0","0","0","1","1"
3880,28,4,101000,95136,3,2500,"Undergrad",270000,"0","0","0","0","0"
3881,48,24,25000,90024,4,500,"Graduate",0,"0","0","0","0","0"
3882,46,20,55000,91016,1,1500,"Graduate",0,"0","1","0","0","0"
3883,31,7,43000,92646,1,2100,"Advanced/Professional",166000,"0","0","0","0","1"
3884,40,16,98000,94534,2,1800,"Graduate",98000,"0","0","0","1","0"
3885,27,1,112000,91330,4,2300,"Advanced/Professional",402000,"0","0","0","1","1"
3886,32,2,69000,93943,4,4000,"Advanced/Professional",102000,"0","0","0","1","0"
3887,67,43,79000,95616,4,1700,"Graduate",215000,"0","0","1","1","1"
3888,24,0,118000,92634,2,7200,"Undergrad",0,"0","1","0","1","0"
3889,45,18,81000,95133,3,2670,"Graduate",251000,"0","0","0","1","1"
3890,26,0,19000,93014,1,100,"Graduate",121000,"0","0","0","1","0"
3891,42,17,139000,91101,2,2900,"Advanced/Professional",0,"1","0","0","1","0"
3892,65,40,63000,94701,3,500,"Graduate",0,"0","0","0","1","0"
3893,59,33,102000,91763,2,1400,"Undergrad",0,"0","0","0","1","0"
3894,30,5,40000,92521,4,1700,"Graduate",0,"0","0","0","1","0"
3895,32,6,44000,92886,1,300,"Undergrad",81000,"0","0","0","1","1"
3896,36,12,59000,94104,3,2000,"Undergrad",216000,"0","0","0","0","0"
3897,48,24,224000,93940,2,6670,"Undergrad",0,"0","0","1","1","1"
3898,56,31,64000,90245,2,2300,"Advanced/Professional",0,"0","0","0","0","0"
3899,44,20,129000,96001,2,3300,"Undergrad",0,"0","0","0","1","0"
3900,60,34,43000,92697,1,1400,"Undergrad",0,"0","0","0","1","1"
3901,51,27,12000,92834,3,400,"Undergrad",0,"0","1","1","1","1"
3902,34,10,53000,94107,3,2600,"Graduate",0,"0","0","0","1","0"
3903,45,21,39000,93305,2,2100,"Advanced/Professional",0,"0","0","0","0","1"
3904,47,23,65000,93943,1,0,"Undergrad",0,"0","0","0","0","0"
3905,29,5,18000,94122,1,400,"Advanced/Professional",94000,"0","0","0","1","1"
3906,52,28,55000,94596,1,1600,"Advanced/Professional",0,"0","0","0","0","0"
3907,61,35,60000,90245,1,2500,"Advanced/Professional",0,"0","0","0","1","0"
3908,40,14,42000,91330,2,300,"Undergrad",187000,"0","0","0","1","0"
3909,24,0,44000,90638,3,100,"Graduate",0,"0","0","0","0","0"
3910,33,7,111000,90245,2,1300,"Undergrad",0,"0","0","0","1","0"
3911,33,8,62000,94596,1,1000,"Undergrad",0,"0","0","0","1","0"
3912,52,26,44000,94025,2,800,"Advanced/Professional",148000,"0","0","0","0","1"
3913,40,14,69000,95348,1,1500,"Advanced/Professional",0,"0","0","0","0","0"
3914,45,20,62000,92064,3,800,"Advanced/Professional",172000,"0","0","0","1","0"
3915,27,3,35000,94080,1,1800,"Graduate",0,"0","0","0","0","0"
3916,38,13,91000,92037,1,2800,"Undergrad",0,"0","0","0","1","1"
3917,50,26,12000,92121,1,200,"Undergrad",96000,"0","0","0","0","0"
3918,41,15,89000,94608,3,100,"Undergrad",292000,"0","0","0","1","0"
3919,60,34,65000,90024,4,1700,"Graduate",0,"0","1","0","1","0"
3920,64,34,179000,90024,2,4500,"Advanced/Professional",4e+05,"1","0","0","0","0"
3921,34,8,82000,93106,2,1500,"Advanced/Professional",0,"0","1","1","1","1"
3922,30,6,48000,95812,1,1200,"Undergrad",0,"0","0","0","1","0"
3923,31,4,20000,95616,4,1500,"Graduate",0,"0","0","0","1","0"
3924,41,15,91000,90502,1,2800,"Advanced/Professional",330000,"0","1","0","1","0"
3925,61,37,122000,94609,2,6000,"Undergrad",0,"0","0","0","1","0"
3926,42,18,22000,90717,1,1400,"Advanced/Professional",0,"0","0","0","1","0"
3927,48,23,43000,94301,2,1300,"Undergrad",0,"0","0","0","1","0"
3928,59,34,38000,90291,4,1700,"Undergrad",0,"0","0","0","0","1"
3929,57,33,61000,92115,3,2670,"Undergrad",0,"0","0","0","1","0"
3930,37,13,33000,91773,4,400,"Graduate",0,"0","0","0","0","0"
3931,53,27,145000,95605,1,2900,"Undergrad",345000,"0","0","0","0","0"
3932,53,27,170000,95003,1,1000,"Undergrad",0,"0","0","0","1","0"
3933,26,2,55000,94305,3,700,"Graduate",0,"0","0","0","1","0"
3934,39,14,40000,91302,1,2500,"Advanced/Professional",0,"0","0","0","1","0"
3935,35,11,68000,94923,2,0,"Undergrad",126000,"0","0","0","0","1"
3936,59,33,53000,90034,3,2500,"Undergrad",0,"0","0","0","1","0"
3937,43,18,63000,95616,3,800,"Advanced/Professional",0,"0","1","0","0","0"
3938,39,15,123000,91604,2,2200,"Undergrad",92000,"0","0","0","0","1"
3939,49,24,13000,95929,2,0,"Undergrad",0,"0","0","0","1","0"
3940,47,23,12000,92110,4,200,"Undergrad",102000,"0","0","0","0","1"
3941,41,17,53000,93727,2,2500,"Undergrad",102000,"0","0","0","1","0"
3942,57,33,79000,94588,1,2700,"Graduate",294000,"0","0","0","1","1"
3943,42,17,89000,90095,1,100,"Graduate",170000,"0","0","0","1","0"
3944,61,36,188000,91360,1,9300,"Graduate",0,"1","0","0","0","0"
3945,56,26,62000,91320,3,1400,"Advanced/Professional",0,"0","0","0","1","0"
3946,29,3,123000,92821,3,5600,"Advanced/Professional",428000,"1","0","0","1","0"
3947,25,1,40000,93117,3,2400,"Graduate",0,"0","0","0","1","0"
3948,32,8,119000,94710,4,5000,"Advanced/Professional",0,"1","0","0","1","0"
3949,37,12,123000,94304,4,3100,"Graduate",253000,"1","0","1","1","1"
3950,31,5,23000,93407,1,400,"Graduate",0,"0","0","0","1","1"
3951,38,14,62000,94143,1,1500,"Advanced/Professional",255000,"0","0","0","1","0"
3952,40,14,69000,92870,3,2100,"Undergrad",106000,"0","0","0","1","0"
3953,61,36,124000,94611,2,3900,"Undergrad",0,"0","1","0","0","1"
3954,50,26,52000,93555,4,100,"Advanced/Professional",0,"0","0","0","0","0"
3955,32,7,134000,93108,2,3100,"Undergrad",0,"0","0","0","0","0"
3956,62,36,58000,94501,1,800,"Graduate",0,"0","0","0","0","0"
3957,62,37,45000,90033,3,500,"Graduate",2e+05,"0","0","0","1","1"
3958,40,15,75000,95449,4,1100,"Graduate",0,"0","0","0","1","0"
3959,59,34,23000,90009,4,400,"Graduate",78000,"0","0","0","0","0"
3960,43,19,123000,91107,3,1300,"Undergrad",0,"1","0","0","1","0"
3961,62,37,48000,92028,3,2200,"Undergrad",0,"0","0","0","0","0"
3962,48,22,145000,95482,1,300,"Undergrad",140000,"0","0","0","1","0"
3963,29,5,31000,93014,1,1000,"Advanced/Professional",0,"0","0","0","0","0"
3964,58,32,38000,93106,3,2200,"Advanced/Professional",0,"0","0","0","1","0"
3965,43,18,78000,94025,4,1900,"Advanced/Professional",0,"0","0","0","0","0"
3966,39,15,94000,91941,2,1900,"Undergrad",0,"0","0","0","1","0"
3967,33,7,84000,95051,1,2900,"Advanced/Professional",0,"0","0","0","1","0"
3968,40,15,22000,94306,1,600,"Advanced/Professional",0,"0","0","0","1","0"
3969,28,3,78000,93108,4,200,"Undergrad",0,"0","0","0","1","1"
3970,38,11,75000,94305,3,2330,"Graduate",0,"0","0","0","1","0"
3971,65,40,71000,95060,3,2200,"Undergrad",0,"0","0","0","0","1"
3972,35,11,24000,95616,1,500,"Advanced/Professional",0,"0","0","0","1","1"
3973,29,5,112000,94998,2,4330,"Undergrad",0,"0","0","0","1","1"
3974,61,35,53000,90064,1,2800,"Graduate",167000,"0","0","0","1","0"
3975,46,21,41000,94305,1,500,"Advanced/Professional",0,"0","0","0","0","0"
3976,50,23,25000,91330,1,500,"Graduate",0,"0","0","0","1","0"
3977,60,33,42000,90277,4,2500,"Graduate",194000,"0","0","0","1","0"
3978,54,27,51000,94309,3,1000,"Graduate",113000,"0","1","1","1","1"
3979,43,18,19000,92325,2,300,"Graduate",0,"0","0","0","1","0"
3980,38,14,90000,93010,2,0,"Undergrad",258000,"0","1","1","1","1"
3981,46,22,89000,92866,4,1400,"Graduate",0,"0","0","0","1","0"
3982,64,39,22000,92691,3,500,"Undergrad",0,"0","1","1","1","1"
3983,24,0,119000,94566,1,1500,"Undergrad",0,"0","0","0","1","0"
3984,39,13,93000,93555,4,3600,"Advanced/Professional",0,"1","0","0","1","0"
3985,34,8,18000,95741,4,300,"Undergrad",0,"0","0","0","0","0"
3986,65,40,32000,90095,1,1100,"Advanced/Professional",120000,"0","0","0","1","0"
3987,38,14,182000,92152,3,2600,"Advanced/Professional",0,"1","0","1","1","1"
3988,62,36,19000,95833,2,200,"Advanced/Professional",0,"0","0","0","1","1"
3989,59,35,85000,91330,1,3400,"Advanced/Professional",0,"1","0","1","0","1"
3990,49,25,90000,92709,4,1400,"Graduate",0,"0","1","0","1","0"
3991,57,32,59000,95014,2,3700,"Undergrad",134000,"0","0","0","1","0"
3992,64,38,84000,94571,1,2000,"Undergrad",0,"0","0","0","0","0"
3993,47,22,95000,93311,2,3900,"Graduate",0,"1","0","0","0","0"
3994,30,6,13000,93555,3,900,"Advanced/Professional",0,"0","0","0","1","0"
3995,42,18,88000,92675,4,800,"Undergrad",0,"0","0","0","1","1"
3996,53,28,34000,92697,2,600,"Advanced/Professional",0,"0","0","0","1","1"
3997,50,24,11000,94501,4,600,"Advanced/Professional",0,"0","0","0","0","1"
3998,62,38,80000,94545,4,1700,"Graduate",0,"0","0","0","0","0"
3999,34,10,41000,94102,1,1330,"Undergrad",0,"0","0","0","0","1"
4000,47,21,90000,90245,2,800,"Advanced/Professional",0,"0","0","0","0","0"
4001,62,37,93000,93003,3,3000,"Advanced/Professional",0,"1","0","1","1","1"
4002,61,35,81000,94709,4,1900,"Graduate",0,"0","0","0","0","0"
4003,59,34,60000,94015,2,2800,"Undergrad",0,"0","0","0","1","0"
4004,47,21,39000,92612,3,600,"Graduate",0,"0","0","0","1","1"
4005,65,39,22000,92507,3,700,"Graduate",0,"0","0","0","0","0"
4006,56,32,32000,95827,2,800,"Undergrad",79000,"0","1","0","1","0"
4007,56,32,28000,92130,1,1200,"Advanced/Professional",0,"0","0","0","1","0"
4008,31,7,35000,91745,2,1000,"Graduate",0,"0","0","0","0","1"
4009,61,31,154000,94555,3,7500,"Advanced/Professional",351000,"1","0","1","1","1"
4010,42,18,189000,91605,2,7600,"Undergrad",0,"0","0","0","1","0"
4011,44,19,40000,94618,4,1900,"Advanced/Professional",84000,"0","0","0","0","0"
4012,47,21,88000,94304,2,1700,"Graduate",0,"0","0","0","1","0"
4013,30,6,124000,91320,2,600,"Undergrad",0,"0","0","0","1","0"
4014,62,38,23000,91304,2,300,"Advanced/Professional",0,"0","0","0","0","0"
4015,56,32,23000,94720,4,700,"Undergrad",0,"0","0","0","1","1"
4016,25,1,139000,93106,2,2000,"Undergrad",0,"0","0","0","0","1"
4017,53,28,173000,91614,4,2700,"Undergrad",427000,"1","0","0","1","0"
4018,26,0,42000,92009,4,1300,"Advanced/Professional",153000,"0","0","0","1","0"
4019,59,35,161000,94301,1,2900,"Undergrad",160000,"0","0","0","0","1"
4020,62,36,28000,95020,3,700,"Graduate",0,"0","0","0","1","0"
4021,58,32,191000,93943,4,5200,"Advanced/Professional",194000,"1","0","0","0","1"
4022,40,14,42000,90638,2,300,"Undergrad",106000,"0","0","0","0","1"
4023,35,5,81000,94234,4,4000,"Advanced/Professional",0,"0","0","0","1","0"
4024,51,25,175000,90089,3,700,"Undergrad",312000,"1","0","0","0","0"
4025,41,15,82000,94720,3,100,"Undergrad",0,"0","0","0","1","0"
4026,51,27,53000,94114,1,1800,"Advanced/Professional",0,"0","0","0","0","1"
4027,27,1,142000,92038,3,5500,"Undergrad",0,"1","0","0","0","0"
4028,46,21,42000,93727,4,1900,"Advanced/Professional",0,"0","0","0","1","0"
4029,46,20,64000,94117,4,2900,"Undergrad",189000,"0","0","0","0","0"
4030,31,5,90000,94301,2,1300,"Undergrad",0,"0","1","0","1","0"
4031,58,32,44000,92354,1,800,"Graduate",0,"0","0","0","0","0"
4032,42,18,29000,91320,1,300,"Advanced/Professional",0,"0","0","0","1","0"
4033,59,35,93000,94301,2,1600,"Undergrad",0,"0","0","0","0","1"
4034,54,24,69000,93117,3,1400,"Advanced/Professional",132000,"0","0","0","1","0"
4035,35,11,82000,94022,2,1700,"Graduate",0,"0","0","0","1","1"
4036,34,9,180000,93955,2,6500,"Advanced/Professional",0,"1","0","1","1","0"
4037,46,21,13000,93117,2,700,"Advanced/Professional",0,"0","0","0","1","0"
4038,52,28,72000,91335,1,0,"Undergrad",178000,"0","0","0","0","0"
4039,55,30,54000,91367,3,1700,"Undergrad",0,"0","0","0","1","0"
4040,34,9,104000,92152,1,4600,"Undergrad",0,"0","0","0","1","1"
4041,57,32,44000,90266,2,1900,"Graduate",157000,"0","0","0","0","0"
4042,45,19,40000,95060,1,200,"Undergrad",0,"0","1","1","1","1"
4043,29,3,190000,92612,2,4500,"Undergrad",246000,"0","0","0","1","1"
4044,49,23,64000,94588,4,2600,"Undergrad",0,"0","0","0","1","1"
4045,36,11,9000,90266,2,300,"Graduate",99000,"0","1","0","0","0"
4046,57,31,38000,94720,4,700,"Graduate",0,"0","0","0","1","0"
4047,25,0,72000,94303,3,2600,"Advanced/Professional",0,"0","0","0","1","0"
4048,43,17,82000,94114,1,5200,"Undergrad",79000,"0","0","0","1","0"
4049,27,2,48000,90049,2,1600,"Advanced/Professional",119000,"0","1","0","1","0"
4050,54,28,82000,94122,4,2600,"Advanced/Professional",294000,"0","0","0","0","0"
4051,53,26,14000,94590,2,1000,"Graduate",83000,"0","0","0","0","0"
4052,55,29,162000,93105,1,2900,"Undergrad",0,"0","0","0","1","1"
4053,43,19,54000,94608,2,1700,"Undergrad",0,"0","0","0","1","0"
4054,35,11,90000,94720,2,0,"Undergrad",0,"0","0","0","0","0"
4055,59,34,64000,94116,4,1700,"Undergrad",0,"0","0","0","0","0"
4056,42,18,65000,93460,3,2100,"Advanced/Professional",0,"0","0","0","1","1"
4057,51,25,113000,91320,2,6300,"Undergrad",0,"0","0","0","0","0"
4058,57,32,38000,90740,2,2100,"Advanced/Professional",0,"0","0","0","0","0"
4059,39,15,65000,92037,1,1500,"Advanced/Professional",0,"0","0","0","0","0"
4060,53,27,39000,91330,4,1500,"Advanced/Professional",0,"0","0","0","1","0"
4061,31,6,174000,93023,2,6700,"Undergrad",0,"0","0","0","1","1"
4062,33,3,59000,91040,2,1750,"Advanced/Professional",0,"0","0","0","1","0"
4063,38,14,43000,95053,2,1700,"Undergrad",0,"0","0","0","1","0"
4064,47,21,24000,94108,2,100,"Advanced/Professional",0,"0","0","0","0","1"
4065,63,39,50000,94402,1,0,"Graduate",166000,"0","0","0","0","0"
4066,44,19,68000,94305,1,3700,"Advanced/Professional",0,"0","0","0","1","0"
4067,61,37,61000,94122,3,2000,"Advanced/Professional",0,"0","0","0","1","0"
4068,52,28,21000,94025,4,500,"Graduate",0,"0","0","0","1","0"
4069,59,34,21000,95035,2,500,"Graduate",0,"0","0","0","1","0"
4070,56,32,31000,94596,4,1300,"Undergrad",0,"0","0","0","0","0"
4071,58,33,70000,94720,4,700,"Undergrad",0,"0","1","0","0","0"
4072,30,6,25000,94304,3,1000,"Graduate",135000,"0","0","0","0","1"
4073,42,17,78000,92521,1,1000,"Advanced/Professional",0,"0","0","0","1","0"
4074,51,27,19000,92120,1,200,"Undergrad",0,"0","0","0","0","0"
4075,60,35,23000,94608,1,300,"Advanced/Professional",0,"0","0","0","1","0"
4076,30,4,40000,90601,4,800,"Undergrad",0,"0","0","0","1","0"
4077,49,23,22000,92220,1,300,"Advanced/Professional",0,"0","0","0","0","0"
4078,26,0,71000,92093,4,1800,"Graduate",0,"0","1","0","1","0"
4079,36,12,58000,91320,1,3600,"Graduate",0,"0","0","0","0","0"
4080,65,40,75000,90036,3,2200,"Undergrad",0,"0","0","0","1","0"
4081,27,0,40000,90068,1,2000,"Graduate",110000,"0","0","0","0","1"
4082,60,35,155000,92521,1,1500,"Advanced/Professional",0,"1","0","0","0","1"
4083,32,6,83000,90036,4,2200,"Graduate",0,"0","0","0","0","0"
4084,46,20,99000,94302,3,1100,"Undergrad",0,"0","0","0","0","0"
4085,60,36,59000,94124,1,0,"Graduate",0,"0","1","0","0","0"
4086,28,2,53000,94609,3,2400,"Graduate",0,"0","0","0","1","0"
4087,50,26,11000,93106,4,200,"Undergrad",0,"0","1","0","0","0"
4088,52,28,179000,94583,4,4200,"Advanced/Professional",0,"1","0","0","0","0"
4089,29,4,71000,94801,2,1750,"Advanced/Professional",0,"0","0","0","0","0"
4090,30,4,85000,94234,4,2100,"Advanced/Professional",0,"0","0","0","1","0"
4091,42,18,49000,92717,3,2100,"Advanced/Professional",0,"0","1","0","1","0"
4092,32,6,122000,94025,2,1300,"Undergrad",0,"0","0","0","1","1"
4093,40,15,171000,94539,2,3300,"Undergrad",0,"0","0","0","1","0"
4094,49,24,138000,93111,2,2200,"Graduate",0,"1","0","0","1","0"
4095,53,23,8000,95616,4,400,"Advanced/Professional",0,"0","1","0","1","0"
4096,42,17,59000,94105,4,400,"Undergrad",0,"0","0","0","1","0"
4097,38,14,49000,90740,3,2800,"Undergrad",0,"0","0","0","0","0"
4098,60,34,92000,95670,2,2000,"Undergrad",0,"0","0","0","0","0"
4099,27,3,75000,90032,4,0,"Undergrad",0,"0","0","0","0","0"
4100,61,35,60000,92831,1,2800,"Graduate",0,"0","0","0","1","1"
4101,27,2,41000,90254,2,1700,"Graduate",0,"0","0","0","1","0"
4102,45,21,40000,93460,3,600,"Graduate",0,"0","0","0","1","1"
4103,41,16,81000,94305,2,400,"Undergrad",146000,"0","0","0","1","1"
4104,44,20,52000,94143,1,800,"Advanced/Professional",196000,"0","0","0","0","1"
4105,38,14,25000,95616,4,1000,"Undergrad",0,"0","0","0","0","0"
4106,39,15,139000,91801,1,3400,"Undergrad",353000,"0","0","0","1","0"
4107,48,22,54000,93106,1,1200,"Graduate",0,"0","0","0","0","0"
4108,47,22,81000,94123,1,2900,"Undergrad",0,"0","0","0","0","1"
4109,64,39,73000,94025,3,2200,"Undergrad",0,"0","1","0","0","1"
4110,27,0,30000,93107,4,1000,"Advanced/Professional",0,"0","0","0","1","1"
4111,66,41,59000,95617,3,2400,"Undergrad",0,"0","0","0","0","0"
4112,43,17,21000,95351,3,1500,"Undergrad",0,"0","0","0","0","0"
4113,34,9,65000,95014,3,700,"Graduate",104000,"0","0","0","1","0"
4114,28,2,41000,93118,3,1100,"Graduate",161000,"0","0","0","1","0"
4115,52,28,52000,92126,4,100,"Advanced/Professional",121000,"0","0","0","0","0"
4116,45,20,84000,94131,4,1100,"Graduate",180000,"0","0","0","1","0"
4117,24,0,135000,90065,2,7200,"Undergrad",0,"0","0","0","1","0"
4118,39,14,18000,92037,4,200,"Advanced/Professional",0,"0","1","0","0","0"
4119,40,16,34000,93561,1,700,"Undergrad",0,"0","0","0","1","1"
4120,30,5,85000,92624,4,1800,"Advanced/Professional",0,"0","0","0","1","0"
4121,49,23,23000,94080,1,1400,"Advanced/Professional",0,"0","0","0","0","0"
4122,53,27,65000,91711,4,2800,"Graduate",0,"0","0","0","0","1"
4123,56,30,195000,90089,1,2900,"Undergrad",0,"0","0","0","0","0"
4124,50,24,40000,93460,4,2600,"Undergrad",89000,"0","0","0","1","0"
4125,53,29,141000,90064,2,200,"Advanced/Professional",0,"1","0","0","0","0"
4126,60,34,95000,94104,2,700,"Graduate",322000,"0","0","0","1","1"
4127,58,33,23000,90095,3,1300,"Graduate",131000,"0","0","0","0","0"
4128,43,19,82000,95758,2,1800,"Graduate",0,"0","0","0","1","1"
4129,46,21,53000,93555,4,1900,"Advanced/Professional",0,"0","0","0","0","0"
4130,29,3,10000,91320,4,400,"Undergrad",87000,"0","0","0","1","1"
4131,56,30,75000,91910,1,1900,"Graduate",125000,"0","0","0","1","0"
4132,48,23,23000,94534,4,400,"Graduate",122000,"0","0","0","0","0"
4133,61,36,133000,90266,1,2600,"Undergrad",0,"0","0","0","1","0"
4134,41,17,129000,94720,1,3400,"Undergrad",0,"0","0","0","0","1"
4135,35,11,85000,92154,4,100,"Graduate",131000,"0","0","0","0","0"
4136,48,23,168000,95929,2,2800,"Undergrad",308000,"0","0","0","1","0"
